library,scheme,N,category,poly_modulus_degree,coeff_modulus_chain,secret_distribution,error_distribution,batching_enabled,slots_used,plain_modulus,initial_scale,rescaling_policy,precision_criterion,status
SEAL,BFV,4096,3,4096,"37+38",uniform_ternary,centered_binomial_sigma_3.2,true,4096,1032193,,"","",measured
