library,scheme,N,category,artifact,size_bytes,status
SEAL,BFV,2048,5,ciphertext,32881,measured
SEAL,BFV,2048,5,public_key,32881,measured
SEAL,BFV,2048,5,secret_key,16472,measured
SEAL,BFV,2048,5,relin_keys,0,skipped_depth0
