library,scheme,N,category,scenario,operation,metric,mean,std,ci_low,ci_high,median,iqr_low,iqr_high,flag
SEAL,BFV,4096,3,standard,keygen,latency_ms,25.062352,0.7963549601284671,24.904337898863318,25.220366101136683,25.251600000000003,24.746100000000002,25.531625,
SEAL,BFV,4096,3,standard,keygen,energy_pkg_j_per_op,0.0008910930666666667,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,3,standard,keygen,peak_memory_mb,6.2265625,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,3,standard,multiply,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,4096,3,standard,relinearize,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,4096,5,standard,add,latency_ms,0.0100733671,0.0006232083190101238,0.009949709048905042,0.010197025151094956,0.009842324999999999,0.0097449425,0.0099747525,HIGH_VARIANCE
SEAL,BFV,4096,5,standard,add,energy_pkg_j_per_op,0.033018736314285715,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,5,standard,add,peak_memory_mb,132.0703125,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,5,standard,decrypt,latency_ms,0.16499743,0.0012878821410330682,0.16474188624241168,0.16525297375758832,0.164693,0.16427475,0.1652345,
SEAL,BFV,4096,5,standard,decrypt,energy_pkg_j_per_op,0.02000475406666667,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,5,standard,decrypt,peak_memory_mb,69.4609375,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,5,standard,encrypt,latency_ms,0.75318502,0.004322909091074773,0.7523272610501323,0.7540427789498677,0.7522025,0.75021975,0.75532925,
SEAL,BFV,4096,5,standard,encrypt,energy_pkg_j_per_op,0.01831791240952381,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,5,standard,encrypt,peak_memory_mb,38.046875,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,5,standard,keygen,latency_ms,22.536763,0.7068998292666165,22.396498737569566,22.677027262430435,22.704300000000003,22.277974999999998,22.92605,
SEAL,BFV,4096,5,standard,keygen,energy_pkg_j_per_op,0.0007312929714285715,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,5,standard,keygen,peak_memory_mb,6.15625,,,,,,,n=1_invocation_not_repeated
