library,scheme,N,category,scenario,operation,batch_size,metric,mean,std,ci_low,ci_high,median,iqr_low,iqr_high,flag
SEAL,BFV,2048,3,edge_batch,decrypt,100,throughput_items_per_sec,8204.858917450914,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,2048,3,edge_batch,decrypt,100,energy_pkg_j_per_op,0.01793952916666667,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,2048,3,edge_batch,decrypt,100,peak_memory_mb,11.59375,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,2048,3,edge_batch,encrypt,1,latency_ms,0.32046671,0.006690004440962725,0.3191392679782053,0.3217941520217947,0.31758,0.31648525,0.324819,
SEAL,BFV,2048,3,edge_batch,encrypt,1,throughput_items_per_sec,3120.4489227601835,,,,,,,
SEAL,BFV,2048,3,edge_batch,encrypt,1,energy_pkg_j_per_op,0.10112769523809524,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,2048,3,edge_batch,encrypt,1,peak_memory_mb,5.1015625,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,2048,3,edge_batch,encrypt,10,latency_ms,4.270195666666667,1.1002543438856287,3.8593539426650163,4.681037390668317,3.5427400000000002,3.32048,5.5631225,HIGH_VARIANCE;reduced_reps_at_batch_size
SEAL,BFV,2048,3,edge_batch,encrypt,10,throughput_items_per_sec,2341.8130644598873,,,,,,,HIGH_VARIANCE;reduced_reps_at_batch_size
SEAL,BFV,2048,3,edge_batch,encrypt,10,energy_pkg_j_per_op,0.04431875757575758,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,2048,3,edge_batch,encrypt,10,peak_memory_mb,5.23828125,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,2048,3,edge_batch,encrypt,100,latency_ms,32.67663,0.1066625004394703,32.60032824370253,32.75293175629748,32.680099999999996,32.594825,32.7547,reduced_reps_at_batch_size
SEAL,BFV,2048,3,edge_batch,encrypt,100,throughput_items_per_sec,3060.2911010101097,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,2048,3,edge_batch,encrypt,100,energy_pkg_j_per_op,0.015630447500000002,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,2048,3,edge_batch,encrypt,100,peak_memory_mb,6.6953125,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,2048,3,edge_batch,multiply,1,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,2048,3,edge_batch,multiply,10,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,2048,3,edge_batch,multiply,100,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,2048,3,edge_batch,relinearize,1,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,2048,3,edge_batch,relinearize,10,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,2048,3,edge_batch,relinearize,100,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,2048,5,edge_batch,multiply,1,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,2048,5,edge_batch,multiply,10,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,2048,5,edge_batch,multiply,100,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,2048,5,edge_batch,relinearize,1,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,2048,5,edge_batch,relinearize,10,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,2048,5,edge_batch,relinearize,100,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,4096,1,edge_batch,add,1,latency_ms,0.01584203,0.002122968640271391,0.015420786963628714,0.016263273036371286,0.015289,0.015208,0.0154515,HIGH_VARIANCE
SEAL,BFV,4096,1,edge_batch,add,1,throughput_items_per_sec,63123.223475779305,,,,,,,HIGH_VARIANCE
SEAL,BFV,4096,1,edge_batch,add,1,energy_pkg_j_per_op,0.13822890476190475,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,1,edge_batch,add,1,peak_memory_mb,8.984375,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,1,edge_batch,add,10,latency_ms,0.1553928,0.013267516092659,0.15043862807146427,0.16034697192853573,0.1501865,0.14559475,0.15957149999999998,HIGH_VARIANCE;reduced_reps_at_batch_size
SEAL,BFV,4096,1,edge_batch,add,10,throughput_items_per_sec,64353.0459583713,,,,,,,HIGH_VARIANCE;reduced_reps_at_batch_size
SEAL,BFV,4096,1,edge_batch,add,10,energy_pkg_j_per_op,0.07118379393939395,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,1,edge_batch,add,10,peak_memory_mb,11.203125,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,1,edge_batch,add,100,latency_ms,1.970265,0.06688945644369777,1.9224151653963768,2.0181148346036233,1.961895,1.9414799999999999,2.0244850000000003,reduced_reps_at_batch_size
SEAL,BFV,4096,1,edge_batch,add,100,throughput_items_per_sec,50754.59392518265,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,4096,1,edge_batch,add,100,energy_pkg_j_per_op,0.05005441583333334,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,1,edge_batch,add,100,peak_memory_mb,33.8671875,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,1,edge_batch,decrypt,1,latency_ms,0.24895589,0.007027883396029121,0.24756140546318264,0.2503503745368174,0.246472,0.2448765,0.25003125000000004,
SEAL,BFV,4096,1,edge_batch,decrypt,1,throughput_items_per_sec,4016.7758232191254,,,,,,,
SEAL,BFV,4096,1,edge_batch,decrypt,1,energy_pkg_j_per_op,0.13289369523809524,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,1,edge_batch,decrypt,1,peak_memory_mb,8.83984375,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,1,edge_batch,decrypt,10,latency_ms,2.5064006666666665,0.11554577626782093,2.463255164731784,2.549546168601549,2.48515,2.4736275,2.4972900000000005,reduced_reps_at_batch_size
SEAL,BFV,4096,1,edge_batch,decrypt,10,throughput_items_per_sec,3989.785086236545,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,4096,1,edge_batch,decrypt,10,energy_pkg_j_per_op,0.05605058787878788,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,1,edge_batch,decrypt,10,peak_memory_mb,10.21875,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,1,edge_batch,decrypt,100,latency_ms,25.18966,0.07635944531548751,25.135035743457475,25.244284256542525,25.17955,25.139475,25.220550000000003,reduced_reps_at_batch_size
SEAL,BFV,4096,1,edge_batch,decrypt,100,throughput_items_per_sec,3969.8828805152593,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,4096,1,edge_batch,decrypt,100,energy_pkg_j_per_op,0.03501007833333333,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,1,edge_batch,decrypt,100,peak_memory_mb,21.3984375,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,1,edge_batch,encrypt,1,latency_ms,0.85610418,0.010949328012570848,0.8539315957748976,0.8582767642251024,0.8568709999999999,0.8489465,0.86383425,
SEAL,BFV,4096,1,edge_batch,encrypt,1,throughput_items_per_sec,1168.082136919364,,,,,,,
SEAL,BFV,4096,1,edge_batch,encrypt,1,energy_pkg_j_per_op,0.12665259047619049,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,1,edge_batch,encrypt,1,peak_memory_mb,8.7265625,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,1,edge_batch,encrypt,10,latency_ms,8.609047,0.06276576983598196,8.585609876364899,8.632484123635102,8.601405,8.557960000000001,8.661024999999999,reduced_reps_at_batch_size
SEAL,BFV,4096,1,edge_batch,encrypt,10,throughput_items_per_sec,1161.5687543580607,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,4096,1,edge_batch,encrypt,10,energy_pkg_j_per_op,0.05349764545454546,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,1,edge_batch,encrypt,10,peak_memory_mb,9.05859375,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,1,edge_batch,encrypt,100,latency_ms,85.639,0.24336381087672948,85.464908017226,85.813091982774,85.68195,85.51035,85.815975,reduced_reps_at_batch_size
SEAL,BFV,4096,1,edge_batch,encrypt,100,throughput_items_per_sec,1167.692289727811,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,4096,1,edge_batch,encrypt,100,energy_pkg_j_per_op,0.028869737499999996,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,1,edge_batch,encrypt,100,peak_memory_mb,11.78515625,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,1,edge_batch,multiply,1,latency_ms,2.6912889,0.024909000965129213,2.6863464138037907,2.6962313861962093,2.684745,2.6750749999999996,2.7072475000000003,
SEAL,BFV,4096,1,edge_batch,multiply,1,throughput_items_per_sec,371.569176389796,,,,,,,
SEAL,BFV,4096,1,edge_batch,multiply,1,energy_pkg_j_per_op,0.21394433333333335,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,1,edge_batch,multiply,1,peak_memory_mb,10.66796875,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,1,edge_batch,multiply,10,latency_ms,26.78482,0.27620150490238954,26.681684663087626,26.887955336912373,26.7028,26.633075,26.814049999999998,reduced_reps_at_batch_size
SEAL,BFV,4096,1,edge_batch,multiply,10,throughput_items_per_sec,373.3457981050461,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,4096,1,edge_batch,multiply,10,energy_pkg_j_per_op,0.13326286363636364,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,1,edge_batch,multiply,10,peak_memory_mb,12.73828125,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,1,edge_batch,multiply,100,latency_ms,268.2907,1.203405357955307,267.4298356665046,269.15156433349546,268.382,267.2945,268.59625,reduced_reps_at_batch_size
SEAL,BFV,4096,1,edge_batch,multiply,100,throughput_items_per_sec,372.73002754102174,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,4096,1,edge_batch,multiply,100,energy_pkg_j_per_op,0.1089697625,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,1,edge_batch,multiply,100,peak_memory_mb,35.43359375,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,1,edge_batch,relinearize,1,latency_ms,0.5294145,0.010664408083324488,0.5272984500702432,0.5315305499297568,0.5293920000000001,0.5205052499999999,0.53516325,
SEAL,BFV,4096,1,edge_batch,relinearize,1,throughput_items_per_sec,1888.879129680052,,,,,,,
SEAL,BFV,4096,1,edge_batch,relinearize,1,energy_pkg_j_per_op,0.20812652380952382,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,1,edge_batch,relinearize,1,peak_memory_mb,10.5,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,1,edge_batch,relinearize,10,latency_ms,5.296106666666667,0.034260808245124605,5.283313470617645,5.3088998627156885,5.28716,5.27347,5.3162375,reduced_reps_at_batch_size
SEAL,BFV,4096,1,edge_batch,relinearize,10,throughput_items_per_sec,1888.1794928601641,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,4096,1,edge_batch,relinearize,10,energy_pkg_j_per_op,0.1425714,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,1,edge_batch,relinearize,10,peak_memory_mb,12.3671875,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,1,edge_batch,relinearize,100,latency_ms,53.45802,0.3013134573090873,53.24247333745205,53.67356666254795,53.3422,53.255725,53.5389,reduced_reps_at_batch_size
SEAL,BFV,4096,1,edge_batch,relinearize,100,throughput_items_per_sec,1870.62670858367,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,4096,1,edge_batch,relinearize,100,energy_pkg_j_per_op,0.12417849166666668,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,1,edge_batch,relinearize,100,peak_memory_mb,29.1015625,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,3,edge_batch,add,1,latency_ms,0.00828346,0.0012700548100794944,0.00803145357163964,0.00853546642836036,0.00795,0.007885,0.008057499999999999,HIGH_VARIANCE
SEAL,BFV,4096,3,edge_batch,add,1,throughput_items_per_sec,120722.50001810837,,,,,,,HIGH_VARIANCE
SEAL,BFV,4096,3,edge_batch,add,1,energy_pkg_j_per_op,0.12726378095238097,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,3,edge_batch,add,1,peak_memory_mb,6.83203125,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,3,edge_batch,add,10,latency_ms,0.07875896666666667,0.010588762219621241,0.07480505787318778,0.08271287546014555,0.07474549999999999,0.07223775,0.08189625,HIGH_VARIANCE;reduced_reps_at_batch_size
SEAL,BFV,4096,3,edge_batch,add,10,throughput_items_per_sec,126969.66990848449,,,,,,,HIGH_VARIANCE;reduced_reps_at_batch_size
SEAL,BFV,4096,3,edge_batch,add,10,energy_pkg_j_per_op,0.06028075151515152,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,3,edge_batch,add,10,peak_memory_mb,7.96484375,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,3,edge_batch,add,100,latency_ms,1.008896,0.02509750586545736,0.9909423258565059,1.0268496741434943,1.0070299999999999,0.99063675,1.0157375,reduced_reps_at_batch_size
SEAL,BFV,4096,3,edge_batch,add,100,throughput_items_per_sec,99118.24410048212,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,4096,3,edge_batch,add,100,energy_pkg_j_per_op,0.039706261666666666,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,3,edge_batch,add,100,peak_memory_mb,19.390625,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,3,edge_batch,decrypt,1,latency_ms,0.15122788,0.007600917975235796,0.14971969297059193,0.1527360670294081,0.148789,0.1479705,0.15079225000000002,HIGH_VARIANCE
SEAL,BFV,4096,3,edge_batch,decrypt,1,throughput_items_per_sec,6612.537317854352,,,,,,,HIGH_VARIANCE
SEAL,BFV,4096,3,edge_batch,decrypt,1,energy_pkg_j_per_op,0.11764004761904762,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,3,edge_batch,decrypt,1,peak_memory_mb,6.86328125,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,3,edge_batch,decrypt,10,latency_ms,1.5694186666666667,0.0311841044536269,1.5577743306943768,1.5810630026389567,1.562795,1.5463075,1.5828375000000001,reduced_reps_at_batch_size
SEAL,BFV,4096,3,edge_batch,decrypt,10,throughput_items_per_sec,6371.786071105734,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,4096,3,edge_batch,decrypt,10,energy_pkg_j_per_op,0.06538607878787879,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,3,edge_batch,decrypt,10,peak_memory_mb,7.37109375,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,3,edge_batch,decrypt,100,latency_ms,15.19009,0.10326510059066431,15.116218597146712,15.263961402853287,15.184000000000001,15.105725000000001,15.228075,reduced_reps_at_batch_size
SEAL,BFV,4096,3,edge_batch,decrypt,100,throughput_items_per_sec,6583.2394673105955,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,4096,3,edge_batch,decrypt,100,energy_pkg_j_per_op,0.028569995,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,3,edge_batch,decrypt,100,peak_memory_mb,13.00390625,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,3,edge_batch,encrypt,1,latency_ms,0.66057977,0.012342831872116433,0.6581306843768766,0.6630288556231234,0.659381,0.653818,0.67034175,
SEAL,BFV,4096,3,edge_batch,encrypt,1,throughput_items_per_sec,1513.821714522078,,,,,,,
SEAL,BFV,4096,3,edge_batch,encrypt,1,energy_pkg_j_per_op,0.1109140380952381,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,3,edge_batch,encrypt,1,peak_memory_mb,6.6015625,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,3,edge_batch,encrypt,10,latency_ms,6.830843,0.14606065011281893,6.776303056908995,6.885382943091004,6.7856749999999995,6.744330000000001,6.91742,reduced_reps_at_batch_size
SEAL,BFV,4096,3,edge_batch,encrypt,10,throughput_items_per_sec,1463.948153983337,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,4096,3,edge_batch,encrypt,10,energy_pkg_j_per_op,0.06008410909090909,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,3,edge_batch,encrypt,10,peak_memory_mb,6.859375,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,3,edge_batch,encrypt,100,latency_ms,71.75072,8.83937822823403,65.42740973994604,78.07403026005396,69.02015,67.70865,70.55352500000001,HIGH_VARIANCE;reduced_reps_at_batch_size
SEAL,BFV,4096,3,edge_batch,encrypt,100,throughput_items_per_sec,1393.714237292671,,,,,,,HIGH_VARIANCE;reduced_reps_at_batch_size
SEAL,BFV,4096,3,edge_batch,encrypt,100,energy_pkg_j_per_op,0.0301861725,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,3,edge_batch,encrypt,100,peak_memory_mb,9.7734375,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,3,edge_batch,multiply,1,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,4096,3,edge_batch,multiply,10,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,4096,3,edge_batch,multiply,100,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,4096,3,edge_batch,relinearize,1,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,4096,3,edge_batch,relinearize,10,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,4096,3,edge_batch,relinearize,100,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,4096,5,edge_batch,add,1,latency_ms,0.00862815,0.0017516646303652782,0.008280581734693485,0.008975718265306513,0.008025,0.007894,0.008267499999999999,HIGH_VARIANCE
SEAL,BFV,4096,5,edge_batch,add,1,throughput_items_per_sec,115899.70039927447,,,,,,,HIGH_VARIANCE
SEAL,BFV,4096,5,edge_batch,add,1,energy_pkg_j_per_op,0.1260232380952381,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,5,edge_batch,add,1,peak_memory_mb,6.77734375,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,5,edge_batch,add,10,latency_ms,0.08063583333333334,0.013634099525374461,0.07554477690138782,0.08572688976527885,0.075807,0.07327974999999999,0.08277975,HIGH_VARIANCE;reduced_reps_at_batch_size
SEAL,BFV,4096,5,edge_batch,add,10,throughput_items_per_sec,124014.34432582703,,,,,,,HIGH_VARIANCE;reduced_reps_at_batch_size
SEAL,BFV,4096,5,edge_batch,add,10,energy_pkg_j_per_op,0.06650814242424243,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,5,edge_batch,add,10,peak_memory_mb,7.91015625,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,5,edge_batch,add,100,latency_ms,1.042781,0.026365696336970352,1.0239201170446228,1.061641882955377,1.040715,1.031135,1.0490525,reduced_reps_at_batch_size
SEAL,BFV,4096,5,edge_batch,add,100,throughput_items_per_sec,95897.4127837005,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,4096,5,edge_batch,add,100,energy_pkg_j_per_op,0.04026787083333333,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,5,edge_batch,add,100,peak_memory_mb,19.203125,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,5,edge_batch,decrypt,1,latency_ms,0.15112904,0.009770446704550649,0.1491903714024259,0.1530677085975741,0.148839,0.147897,0.15043700000000002,HIGH_VARIANCE
SEAL,BFV,4096,5,edge_batch,decrypt,1,throughput_items_per_sec,6616.861987610059,,,,,,,HIGH_VARIANCE
SEAL,BFV,4096,5,edge_batch,decrypt,1,energy_pkg_j_per_op,0.116606,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,5,edge_batch,decrypt,1,peak_memory_mb,6.74609375,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,5,edge_batch,decrypt,10,latency_ms,1.5021463333333334,0.046408052844851985,1.4848172816060714,1.5194753850605953,1.494555,1.48462,1.50417,reduced_reps_at_batch_size
SEAL,BFV,4096,5,edge_batch,decrypt,10,throughput_items_per_sec,6657.141037524307,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,4096,5,edge_batch,decrypt,10,energy_pkg_j_per_op,0.047415851515151514,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,5,edge_batch,decrypt,10,peak_memory_mb,7.3359375,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,5,edge_batch,decrypt,100,latency_ms,15.16264,0.15818670543941973,15.049480047831164,15.275799952168835,15.10545,15.072325,15.191899999999999,reduced_reps_at_batch_size
SEAL,BFV,4096,5,edge_batch,decrypt,100,throughput_items_per_sec,6595.157571504698,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,4096,5,edge_batch,decrypt,100,energy_pkg_j_per_op,0.0266282875,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,5,edge_batch,decrypt,100,peak_memory_mb,13.02734375,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,5,edge_batch,encrypt,1,latency_ms,0.65710633,0.01314460614350152,0.6544981549668137,0.6597145050331862,0.6557845,0.6460935,0.6694025,
SEAL,BFV,4096,5,edge_batch,encrypt,1,throughput_items_per_sec,1521.8237206754652,,,,,,,
SEAL,BFV,4096,5,edge_batch,encrypt,1,energy_pkg_j_per_op,0.11255884761904761,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,5,edge_batch,encrypt,1,peak_memory_mb,6.6875,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,5,edge_batch,encrypt,10,latency_ms,6.620968,0.04979727456882307,6.602373392082174,6.639562607917827,6.619835,6.60599,6.6295525,reduced_reps_at_batch_size
SEAL,BFV,4096,5,edge_batch,encrypt,10,throughput_items_per_sec,1510.3531689021906,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,4096,5,edge_batch,encrypt,10,energy_pkg_j_per_op,0.047771687878787876,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,5,edge_batch,encrypt,10,peak_memory_mb,6.890625,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,5,edge_batch,encrypt,100,latency_ms,66.56903,0.24164142879711356,66.39617013514136,66.74188986485863,66.56335,66.3603,66.690075,reduced_reps_at_batch_size
SEAL,BFV,4096,5,edge_batch,encrypt,100,throughput_items_per_sec,1502.2000470789494,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,4096,5,edge_batch,encrypt,100,energy_pkg_j_per_op,0.02542293,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,5,edge_batch,encrypt,100,peak_memory_mb,9.76171875,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,4096,5,edge_batch,multiply,1,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,4096,5,edge_batch,multiply,10,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,4096,5,edge_batch,multiply,100,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,4096,5,edge_batch,relinearize,1,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,4096,5,edge_batch,relinearize,10,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,4096,5,edge_batch,relinearize,100,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,8192,1,edge_batch,add,1,latency_ms,0.04914325,0.004522197234283085,0.04824594795893183,0.05004055204106817,0.0467175,0.04612425,0.051263500000000004,HIGH_VARIANCE
SEAL,BFV,8192,1,edge_batch,add,1,throughput_items_per_sec,20348.674538212268,,,,,,,HIGH_VARIANCE
SEAL,BFV,8192,1,edge_batch,add,1,energy_pkg_j_per_op,0.20778111428571427,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,edge_batch,add,1,peak_memory_mb,17.609375,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,edge_batch,add,10,latency_ms,0.594143,0.019191178929124062,0.5869768960162424,0.6013091039837576,0.5919695,0.58171025,0.6016125,reduced_reps_at_batch_size
SEAL,BFV,8192,1,edge_batch,add,10,throughput_items_per_sec,16830.96493605075,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,8192,1,edge_batch,add,10,energy_pkg_j_per_op,0.13563802727272728,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,edge_batch,add,10,peak_memory_mb,24.38671875,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,edge_batch,add,100,latency_ms,5.779381,0.400995326114352,5.492526224202139,6.06623577579786,5.647865,5.616785,5.7015525,HIGH_VARIANCE;reduced_reps_at_batch_size
SEAL,BFV,8192,1,edge_batch,add,100,throughput_items_per_sec,17302.891088163247,,,,,,,HIGH_VARIANCE;reduced_reps_at_batch_size
SEAL,BFV,8192,1,edge_batch,add,100,energy_pkg_j_per_op,0.1117079125,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,edge_batch,add,100,peak_memory_mb,92.03125,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,edge_batch,decrypt,1,latency_ms,0.7159731,0.012489269001503624,0.7134949580734294,0.7184512419265706,0.7152955,0.7101282499999999,0.7213145,
SEAL,BFV,8192,1,edge_batch,decrypt,1,throughput_items_per_sec,1396.7005184971335,,,,,,,
SEAL,BFV,8192,1,edge_batch,decrypt,1,energy_pkg_j_per_op,0.17338639047619048,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,edge_batch,decrypt,1,peak_memory_mb,17.6328125,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,edge_batch,decrypt,10,latency_ms,7.1376203333333335,0.05612315377400163,7.116663603299902,7.1585770633667645,7.131515,7.11044,7.141192500000001,reduced_reps_at_batch_size
SEAL,BFV,8192,1,edge_batch,decrypt,10,throughput_items_per_sec,1401.027167738118,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,8192,1,edge_batch,decrypt,10,energy_pkg_j_per_op,0.10040744242424242,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,edge_batch,decrypt,10,peak_memory_mb,21.15625,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,edge_batch,decrypt,100,latency_ms,71.75001,0.4004437495523643,71.46354979830494,72.03647020169507,71.63415,71.480125,71.88075,reduced_reps_at_batch_size
SEAL,BFV,8192,1,edge_batch,decrypt,100,throughput_items_per_sec,1393.7280287487067,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,8192,1,edge_batch,decrypt,100,energy_pkg_j_per_op,0.074516525,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,edge_batch,decrypt,100,peak_memory_mb,54.73046875,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,edge_batch,encrypt,1,latency_ms,2.1274133,0.014692346874368555,2.124498019627329,2.1303285803726713,2.1287000000000003,2.1181825,2.1366199999999997,
SEAL,BFV,8192,1,edge_batch,encrypt,1,throughput_items_per_sec,470.05440832770955,,,,,,,
SEAL,BFV,8192,1,edge_batch,encrypt,1,energy_pkg_j_per_op,0.1537685238095238,,,,,,,n=1_invocation_not_repeated
