library,scheme,N,category,scenario,operation,batch_size,metric,mean,std,ci_low,ci_high,median,iqr_low,iqr_high,flag
SEAL,BFV,8192,1,edge_batch,encrypt,1,peak_memory_mb,16.9453125,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,edge_batch,encrypt,10,latency_ms,21.449036666666668,0.6742257743635228,21.197276624958846,21.70079670837449,21.305300000000003,21.229375,21.3921,reduced_reps_at_batch_size
SEAL,BFV,8192,1,edge_batch,encrypt,10,throughput_items_per_sec,466.2214045044136,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,8192,1,edge_batch,encrypt,10,energy_pkg_j_per_op,0.08521953636363637,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,edge_batch,encrypt,10,peak_memory_mb,17.39453125,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,edge_batch,encrypt,100,latency_ms,212.5196,0.8519798119673967,211.91013035776155,213.12906964223845,212.67849999999999,212.11075000000002,212.934,reduced_reps_at_batch_size
SEAL,BFV,8192,1,edge_batch,encrypt,100,throughput_items_per_sec,470.54483445291635,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,8192,1,edge_batch,encrypt,100,energy_pkg_j_per_op,0.057992275833333336,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,edge_batch,encrypt,100,peak_memory_mb,23.171875,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,edge_batch,multiply,1,latency_ms,7.8636785,0.13459055568480827,7.836972813788677,7.890384186211323,7.84113,7.8125425,7.871737499999999,
SEAL,BFV,8192,1,edge_batch,multiply,1,throughput_items_per_sec,127.16694864877805,,,,,,,
SEAL,BFV,8192,1,edge_batch,multiply,1,energy_pkg_j_per_op,0.3806884095238095,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,edge_batch,multiply,1,peak_memory_mb,22.203125,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,edge_batch,multiply,10,latency_ms,78.51531666666666,0.8436467397179821,78.20029379680001,78.83033953653332,78.2316,78.092,78.694425,reduced_reps_at_batch_size
SEAL,BFV,8192,1,edge_batch,multiply,10,throughput_items_per_sec,127.36368424080312,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,8192,1,edge_batch,multiply,10,energy_pkg_j_per_op,0.31157321515151515,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,edge_batch,multiply,10,peak_memory_mb,29.00390625,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,edge_batch,multiply,100,latency_ms,779.4879,1.3581408411665012,778.5163445699907,780.4594554300093,779.117,778.5455,780.3667499999999,reduced_reps_at_batch_size
SEAL,BFV,8192,1,edge_batch,multiply,100,throughput_items_per_sec,128.28935510095795,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,8192,1,edge_batch,multiply,100,energy_pkg_j_per_op,0.28075549,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,edge_batch,multiply,100,peak_memory_mb,96.5234375,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,edge_batch,relinearize,1,latency_ms,1.8450181,0.03276112859561748,1.8385175813287475,1.8515186186712527,1.8367300000000002,1.82948,1.8505475000000002,
SEAL,BFV,8192,1,edge_batch,relinearize,1,throughput_items_per_sec,542.0001028716194,,,,,,,
SEAL,BFV,8192,1,edge_batch,relinearize,1,energy_pkg_j_per_op,0.44784278095238095,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,edge_batch,relinearize,1,peak_memory_mb,22.21875,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,edge_batch,relinearize,10,latency_ms,18.461533333333332,0.0600630722131176,18.43910541357641,18.483961253090254,18.4425,18.420274999999997,18.500125,reduced_reps_at_batch_size
SEAL,BFV,8192,1,edge_batch,relinearize,10,throughput_items_per_sec,541.6668171296715,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,8192,1,edge_batch,relinearize,10,energy_pkg_j_per_op,0.35017706363636364,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,edge_batch,relinearize,10,peak_memory_mb,27.39453125,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,edge_batch,relinearize,100,latency_ms,186.39939999999999,2.429670540080145,184.6613183999202,188.13748160007978,185.2015,184.98049999999998,186.1505,reduced_reps_at_batch_size
SEAL,BFV,8192,1,edge_batch,relinearize,100,throughput_items_per_sec,536.4824135700007,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,8192,1,edge_batch,relinearize,100,energy_pkg_j_per_op,0.3276090566666667,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,edge_batch,relinearize,100,peak_memory_mb,78.09765625,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,edge_batch,add,1,latency_ms,0.03194476,0.003293006885182384,0.031291355991673035,0.03259816400832697,0.0307725,0.030402,0.032171000000000005,HIGH_VARIANCE
SEAL,BFV,8192,3,edge_batch,add,1,throughput_items_per_sec,31304.038596627426,,,,,,,HIGH_VARIANCE
SEAL,BFV,8192,3,edge_batch,add,1,energy_pkg_j_per_op,0.18130515238095238,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,edge_batch,add,1,peak_memory_mb,13.1875,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,edge_batch,add,10,latency_ms,0.353081,0.022108943482921892,0.3448253848262389,0.36133661517376103,0.34692049999999997,0.33433199999999996,0.3721725,HIGH_VARIANCE;reduced_reps_at_batch_size
SEAL,BFV,8192,3,edge_batch,add,10,throughput_items_per_sec,28322.1130562109,,,,,,,HIGH_VARIANCE;reduced_reps_at_batch_size
SEAL,BFV,8192,3,edge_batch,add,10,energy_pkg_j_per_op,0.1123048909090909,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,edge_batch,add,10,peak_memory_mb,17.6484375,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,edge_batch,add,100,latency_ms,3.809611,0.10335057430899933,3.7356784529320226,3.883543547067977,3.8009199999999996,3.7459675,3.87072,reduced_reps_at_batch_size
SEAL,BFV,8192,3,edge_batch,add,100,throughput_items_per_sec,26249.399216875423,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,8192,3,edge_batch,add,100,energy_pkg_j_per_op,0.10453613083333334,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,edge_batch,add,100,peak_memory_mb,62.75,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,edge_batch,decrypt,1,latency_ms,0.50182316,0.009173500210691424,0.5000029385376565,0.5036433814623436,0.4998025,0.4945155,0.50762225,
SEAL,BFV,8192,3,edge_batch,decrypt,1,throughput_items_per_sec,1992.7338546909632,,,,,,,
SEAL,BFV,8192,3,edge_batch,decrypt,1,energy_pkg_j_per_op,0.14975363809523812,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,edge_batch,decrypt,1,peak_memory_mb,13.27734375,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,edge_batch,decrypt,10,latency_ms,5.045846666666667,0.05450683426515621,5.0254934802568005,5.066199853076533,5.03226,5.019674999999999,5.0596575,reduced_reps_at_batch_size
SEAL,BFV,8192,3,edge_batch,decrypt,10,throughput_items_per_sec,1981.827958836112,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,8192,3,edge_batch,decrypt,10,energy_pkg_j_per_op,0.08292237575757576,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,edge_batch,decrypt,10,peak_memory_mb,15.44140625,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,edge_batch,decrypt,100,latency_ms,50.70494,0.18465702862935518,50.57284431933397,50.837035680666034,50.725899999999996,50.586825,50.785124999999994,reduced_reps_at_batch_size
SEAL,BFV,8192,3,edge_batch,decrypt,100,throughput_items_per_sec,1972.194425237462,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,8192,3,edge_batch,decrypt,100,energy_pkg_j_per_op,0.06292072416666666,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,edge_batch,decrypt,100,peak_memory_mb,38.17578125,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,edge_batch,encrypt,1,latency_ms,1.7238986,0.015074174384480806,1.7209075567655143,1.7268896432344858,1.725055,1.7138799999999998,1.7341075000000001,
SEAL,BFV,8192,3,edge_batch,encrypt,1,throughput_items_per_sec,580.080522137439,,,,,,,
SEAL,BFV,8192,3,edge_batch,encrypt,1,energy_pkg_j_per_op,0.14026215238095238,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,edge_batch,encrypt,1,peak_memory_mb,12.8828125,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,edge_batch,encrypt,10,latency_ms,17.251216666666664,0.054049109746301956,17.231034397401082,17.271398935932247,17.244,17.20895,17.30015,reduced_reps_at_batch_size
SEAL,BFV,8192,3,edge_batch,encrypt,10,throughput_items_per_sec,579.6692600425284,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,8192,3,edge_batch,encrypt,10,energy_pkg_j_per_op,0.07176762121212121,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,edge_batch,encrypt,10,peak_memory_mb,13.1640625,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,edge_batch,encrypt,100,latency_ms,172.8387,0.7402795342901842,172.30913592279677,173.3682640772032,172.75,172.37025,173.18874999999997,reduced_reps_at_batch_size
SEAL,BFV,8192,3,edge_batch,encrypt,100,throughput_items_per_sec,578.5741272064648,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,8192,3,edge_batch,encrypt,100,energy_pkg_j_per_op,0.0510675975,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,edge_batch,encrypt,100,peak_memory_mb,18.97265625,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,edge_batch,multiply,1,latency_ms,5.7571745,0.21543100236631577,5.71442831532075,5.7999206846792495,5.730975,5.6237200000000005,5.8209475,
SEAL,BFV,8192,3,edge_batch,multiply,1,throughput_items_per_sec,173.69631578823953,,,,,,,
SEAL,BFV,8192,3,edge_batch,multiply,1,energy_pkg_j_per_op,0.37249326666666666,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,edge_batch,multiply,1,peak_memory_mb,16.42578125,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,edge_batch,multiply,10,latency_ms,56.311123333333335,0.1550118253182827,56.253240966489415,56.369005700177254,56.34075,56.207550000000005,56.4188,reduced_reps_at_batch_size
SEAL,BFV,8192,3,edge_batch,multiply,10,throughput_items_per_sec,177.58480754868026,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,8192,3,edge_batch,multiply,10,energy_pkg_j_per_op,0.23861745757575759,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,edge_batch,multiply,10,peak_memory_mb,20.95703125,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,edge_batch,multiply,100,latency_ms,561.0865,4.545893390987305,557.8345637689508,564.3384362310492,559.7105,558.75575,560.5854999999999,reduced_reps_at_batch_size
SEAL,BFV,8192,3,edge_batch,multiply,100,throughput_items_per_sec,178.22563900575042,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,8192,3,edge_batch,multiply,100,energy_pkg_j_per_op,0.21219467166666664,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,edge_batch,multiply,100,peak_memory_mb,66.125,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,edge_batch,relinearize,1,latency_ms,1.11184,0.01136344404685746,1.109585246169382,1.1140947538306178,1.1111749999999998,1.10379,1.117045,
SEAL,BFV,8192,3,edge_batch,relinearize,1,throughput_items_per_sec,899.4099870484962,,,,,,,
SEAL,BFV,8192,3,edge_batch,relinearize,1,energy_pkg_j_per_op,0.3418536,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,edge_batch,relinearize,1,peak_memory_mb,16.359375,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,edge_batch,relinearize,10,latency_ms,11.170913333333333,0.07110907470743189,11.144360768458387,11.197465898208279,11.15925,11.137250000000002,11.181750000000001,reduced_reps_at_batch_size
SEAL,BFV,8192,3,edge_batch,relinearize,10,throughput_items_per_sec,895.1819516995627,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,8192,3,edge_batch,relinearize,10,energy_pkg_j_per_op,0.2645379333333333,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,edge_batch,relinearize,10,peak_memory_mb,19.8046875,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,edge_batch,relinearize,100,latency_ms,111.7966,0.17448285493613966,111.67178248474795,111.92141751525205,111.833,111.64375,111.89824999999999,reduced_reps_at_batch_size
SEAL,BFV,8192,3,edge_batch,relinearize,100,throughput_items_per_sec,894.4815853076033,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,8192,3,edge_batch,relinearize,100,energy_pkg_j_per_op,0.238636875,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,edge_batch,relinearize,100,peak_memory_mb,53.52734375,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,5,edge_batch,add,1,latency_ms,0.01644048,0.002500027193710686,0.015944420366281225,0.016936539633718776,0.015574000000000001,0.015298,0.016606000000000003,HIGH_VARIANCE
SEAL,BFV,8192,5,edge_batch,add,1,throughput_items_per_sec,60825.47468200441,,,,,,,HIGH_VARIANCE
SEAL,BFV,8192,5,edge_batch,add,1,energy_pkg_j_per_op,0.17128310476190475,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,5,edge_batch,add,1,peak_memory_mb,9.109375,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,5,edge_batch,add,10,latency_ms,0.166758,0.010512110805457053,0.16283271331496119,0.1706832866850388,0.16384749999999998,0.15865475,0.17620775,HIGH_VARIANCE;reduced_reps_at_batch_size
SEAL,BFV,8192,5,edge_batch,add,10,throughput_items_per_sec,59967.13800837142,,,,,,,HIGH_VARIANCE;reduced_reps_at_batch_size
SEAL,BFV,8192,5,edge_batch,add,10,energy_pkg_j_per_op,0.09637045454545454,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,5,edge_batch,add,10,peak_memory_mb,11.26953125,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,5,edge_batch,add,100,latency_ms,2.011408,0.03541769168712788,1.9860717096580731,2.0367442903419266,2.0049400000000004,1.98724,2.03525,reduced_reps_at_batch_size
SEAL,BFV,8192,5,edge_batch,add,100,throughput_items_per_sec,49716.41755427045,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,8192,5,edge_batch,add,100,energy_pkg_j_per_op,0.07450327583333333,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,5,edge_batch,add,100,peak_memory_mb,33.99609375,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,5,edge_batch,decrypt,1,latency_ms,0.31210517,0.017346277917088402,0.3086632921309984,0.31554704786900156,0.307106,0.305187,0.31875475,HIGH_VARIANCE
SEAL,BFV,8192,5,edge_batch,decrypt,1,throughput_items_per_sec,3204.04817388959,,,,,,,HIGH_VARIANCE
SEAL,BFV,8192,5,edge_batch,decrypt,1,energy_pkg_j_per_op,0.13407640952380953,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,5,edge_batch,decrypt,1,peak_memory_mb,9.13671875,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,5,edge_batch,decrypt,10,latency_ms,3.099708,0.024927909355330746,3.09039976567017,3.10901623432983,3.0945400000000003,3.0847274999999996,3.116135,reduced_reps_at_batch_size
SEAL,BFV,8192,5,edge_batch,decrypt,10,throughput_items_per_sec,3226.110330392411,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,8192,5,edge_batch,decrypt,10,energy_pkg_j_per_op,0.06731723333333334,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,5,edge_batch,decrypt,10,peak_memory_mb,10.20703125,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,5,edge_batch,decrypt,100,latency_ms,31.14583,0.07345193515339003,31.09328565093111,31.19837434906889,31.1262,31.091275,31.181325,reduced_reps_at_batch_size
SEAL,BFV,8192,5,edge_batch,decrypt,100,throughput_items_per_sec,3210.702684757478,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,8192,5,edge_batch,decrypt,100,energy_pkg_j_per_op,0.0477017975,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,5,edge_batch,decrypt,100,peak_memory_mb,21.56640625,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,5,edge_batch,encrypt,1,latency_ms,1.3391895,0.016274023136286984,1.335960380742247,1.342418619257753,1.337495,1.32925,1.3494000000000002,
SEAL,BFV,8192,5,edge_batch,encrypt,1,throughput_items_per_sec,746.7203110538127,,,,,,,
SEAL,BFV,8192,5,edge_batch,encrypt,1,energy_pkg_j_per_op,0.13306414285714285,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,5,edge_batch,encrypt,1,peak_memory_mb,8.76171875,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,5,edge_batch,encrypt,10,latency_ms,13.346206666666667,0.08723197742260282,13.313633710975523,13.378779622357811,13.321349999999999,13.282224999999999,13.38225,reduced_reps_at_batch_size
SEAL,BFV,8192,5,edge_batch,encrypt,10,throughput_items_per_sec,749.2765734683163,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,8192,5,edge_batch,encrypt,10,energy_pkg_j_per_op,0.06260944848484848,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,5,edge_batch,encrypt,10,peak_memory_mb,9.30859375,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,5,edge_batch,encrypt,100,latency_ms,133.171,0.7597639984451282,132.6274975768044,133.7145024231956,132.877,132.62125,133.48,reduced_reps_at_batch_size
SEAL,BFV,8192,5,edge_batch,encrypt,100,throughput_items_per_sec,750.9142380848684,,,,,,,reduced_reps_at_batch_size
SEAL,BFV,8192,5,edge_batch,encrypt,100,energy_pkg_j_per_op,0.040820897499999995,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,5,edge_batch,encrypt,100,peak_memory_mb,15.16015625,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,5,edge_batch,multiply,1,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,8192,5,edge_batch,multiply,10,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,8192,5,edge_batch,multiply,100,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,8192,5,edge_batch,relinearize,1,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,8192,5,edge_batch,relinearize,10,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,8192,5,edge_batch,relinearize,100,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BGV,2048,1,edge_batch,add,1,latency_ms,0.00481439,0.0006645494850504423,0.004682528964659489,0.004946251035340511,0.0046785,0.004508,0.0048515,HIGH_VARIANCE
SEAL,BGV,2048,1,edge_batch,add,1,throughput_items_per_sec,207710.63416133716,,,,,,,HIGH_VARIANCE
SEAL,BGV,2048,1,edge_batch,add,1,energy_pkg_j_per_op,0.11823830476190476,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,1,edge_batch,add,1,peak_memory_mb,5.6484375,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,1,edge_batch,add,10,latency_ms,0.038682133333333334,0.002445317774051454,0.03776903667017886,0.039595229996487805,0.038011500000000004,0.03726675,0.03918125,HIGH_VARIANCE;reduced_reps_at_batch_size
SEAL,BGV,2048,1,edge_batch,add,10,throughput_items_per_sec,258517.2827420756,,,,,,,HIGH_VARIANCE;reduced_reps_at_batch_size
SEAL,BGV,2048,1,edge_batch,add,10,energy_pkg_j_per_op,0.05360574545454546,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,1,edge_batch,add,10,peak_memory_mb,6.1171875,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,1,edge_batch,add,100,latency_ms,0.5019524,0.015430221285948344,0.49091428464244125,0.5129905153575587,0.5006575,0.48910125000000004,0.51172925,reduced_reps_at_batch_size
SEAL,BGV,2048,1,edge_batch,add,100,throughput_items_per_sec,199222.07763126545,,,,,,,reduced_reps_at_batch_size
SEAL,BGV,2048,1,edge_batch,add,100,energy_pkg_j_per_op,0.029561510833333332,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,1,edge_batch,add,100,peak_memory_mb,11.875,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,1,edge_batch,decrypt,1,latency_ms,0.04522309,0.004921048395926472,0.04424664723532255,0.04619953276467745,0.0439225,0.04297075,0.0442855,HIGH_VARIANCE
SEAL,BGV,2048,1,edge_batch,decrypt,1,throughput_items_per_sec,22112.597790199652,,,,,,,HIGH_VARIANCE
SEAL,BGV,2048,1,edge_batch,decrypt,1,energy_pkg_j_per_op,0.11347331428571428,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,1,edge_batch,decrypt,1,peak_memory_mb,5.47265625,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,1,edge_batch,decrypt,10,latency_ms,0.4377548333333333,0.009660534489687244,0.4341475304705208,0.44136213619614584,0.4347995,0.431463,0.442426,reduced_reps_at_batch_size
SEAL,BGV,2048,1,edge_batch,decrypt,10,throughput_items_per_sec,22843.83686606925,,,,,,,reduced_reps_at_batch_size
SEAL,BGV,2048,1,edge_batch,decrypt,10,energy_pkg_j_per_op,0.042545545454545454,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,1,edge_batch,decrypt,10,peak_memory_mb,5.76171875,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,1,edge_batch,decrypt,100,latency_ms,4.400489,0.037834958687553565,4.373423501015744,4.427554498984256,4.39268,4.3752375,4.4257275,reduced_reps_at_batch_size
SEAL,BGV,2048,1,edge_batch,decrypt,100,throughput_items_per_sec,22724.747181506416,,,,,,,reduced_reps_at_batch_size
SEAL,BGV,2048,1,edge_batch,decrypt,100,energy_pkg_j_per_op,0.0205623675,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,1,edge_batch,decrypt,100,peak_memory_mb,8.7890625,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,1,edge_batch,encrypt,1,latency_ms,0.43682382,0.04392154862138408,0.42810883186855225,0.4455388081314477,0.425778,0.41922824999999997,0.43576375,HIGH_VARIANCE
SEAL,BGV,2048,1,edge_batch,encrypt,1,throughput_items_per_sec,2289.2524496489227,,,,,,,HIGH_VARIANCE
SEAL,BGV,2048,1,edge_batch,encrypt,1,energy_pkg_j_per_op,0.10990657142857144,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,1,edge_batch,encrypt,1,peak_memory_mb,5.4375,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,1,edge_batch,encrypt,10,latency_ms,4.297285666666666,0.03706824588496875,4.283444156174361,4.311127177158972,4.30458,4.285112499999999,4.316515,reduced_reps_at_batch_size
SEAL,BGV,2048,1,edge_batch,encrypt,10,throughput_items_per_sec,2327.050323316494,,,,,,,reduced_reps_at_batch_size
SEAL,BGV,2048,1,edge_batch,encrypt,10,energy_pkg_j_per_op,0.04473446666666667,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,1,edge_batch,encrypt,10,peak_memory_mb,5.55859375,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,1,edge_batch,encrypt,100,latency_ms,42.98278,0.13691943129690082,42.88483373926019,43.08072626073981,42.9894,42.85915,43.073949999999996,reduced_reps_at_batch_size
SEAL,BGV,2048,1,edge_batch,encrypt,100,throughput_items_per_sec,2326.5130826810177,,,,,,,reduced_reps_at_batch_size
SEAL,BGV,2048,1,edge_batch,encrypt,100,energy_pkg_j_per_op,0.017693164166666667,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,1,edge_batch,encrypt,100,peak_memory_mb,7.01171875,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,1,edge_batch,multiply,1,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BGV,2048,1,edge_batch,multiply,10,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BGV,2048,1,edge_batch,multiply,100,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BGV,2048,1,edge_batch,relinearize,1,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BGV,2048,1,edge_batch,relinearize,10,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BGV,2048,1,edge_batch,relinearize,100,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BGV,2048,3,edge_batch,add,1,latency_ms,0.00909448,0.0011860020566524488,0.008859151461457385,0.009329808538542615,0.009032,0.008651,0.0092495,HIGH_VARIANCE
SEAL,BGV,2048,3,edge_batch,add,1,throughput_items_per_sec,109956.80896543837,,,,,,,HIGH_VARIANCE
SEAL,BGV,2048,3,edge_batch,add,1,energy_pkg_j_per_op,0.11178606666666667,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,3,edge_batch,add,1,peak_memory_mb,5.43359375,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,3,edge_batch,add,10,latency_ms,0.07593393333333333,0.004423580473134726,0.07428214123822152,0.07758572542844513,0.0746355,0.07304875,0.07689125000000001,HIGH_VARIANCE;reduced_reps_at_batch_size
SEAL,BGV,2048,3,edge_batch,add,10,throughput_items_per_sec,131693.42823454426,,,,,,,HIGH_VARIANCE;reduced_reps_at_batch_size
SEAL,BGV,2048,3,edge_batch,add,10,energy_pkg_j_per_op,0.04528773030303031,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,3,edge_batch,add,10,peak_memory_mb,6.38671875,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,3,edge_batch,add,100,latency_ms,1.067078,0.034400707292470314,1.042469216468056,1.091686783531944,1.04952,1.0410300000000001,1.09542,reduced_reps_at_batch_size
SEAL,BGV,2048,3,edge_batch,add,100,throughput_items_per_sec,93713.86159212355,,,,,,,reduced_reps_at_batch_size
SEAL,BGV,2048,3,edge_batch,add,100,energy_pkg_j_per_op,0.025944525,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,3,edge_batch,add,100,peak_memory_mb,17.7265625,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,3,edge_batch,decrypt,1,latency_ms,0.07562278,0.008185830241276072,0.07399853368724513,0.07724702631275487,0.072892,0.0724235,0.075,HIGH_VARIANCE
SEAL,BGV,2048,3,edge_batch,decrypt,1,throughput_items_per_sec,13223.528677469936,,,,,,,HIGH_VARIANCE
SEAL,BGV,2048,3,edge_batch,decrypt,1,energy_pkg_j_per_op,0.11287752380952382,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,3,edge_batch,decrypt,1,peak_memory_mb,5.2734375,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,2048,3,edge_batch,decrypt,10,latency_ms,0.7529917333333334,0.009587236133790467,0.749411800526427,0.7565716661402397,0.755491,0.7477962499999999,0.7594555000000001,reduced_reps_at_batch_size
SEAL,BGV,2048,3,edge_batch,decrypt,10,throughput_items_per_sec,13280.358279276372,,,,,,,reduced_reps_at_batch_size
