library,scheme,N,category,operation,vec_len,slot_count,iteration,latency_ms,noise_budget_bits,correctness,status
SEAL,BFV,8192,1,dot_product,8192,8192,0,37.5785,73,correct,warmup
SEAL,BFV,8192,1,dot_product,8192,8192,1,35.8063,69,correct,warmup
SEAL,BFV,8192,1,dot_product,8192,8192,2,35.7758,70,correct,warmup
SEAL,BFV,8192,1,dot_product,8192,8192,3,35.5415,69,correct,warmup
SEAL,BFV,8192,1,dot_product,8192,8192,4,35.321,69,correct,warmup
SEAL,BFV,8192,1,dot_product,8192,8192,5,35.6204,71,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,6,35.6257,70,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,7,35.4248,69,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,8,35.6749,72,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,9,35.3769,71,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,10,35.2604,69,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,11,35.2786,70,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,12,35.3402,70,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,13,35.1396,70,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,14,35.1892,70,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,15,35.1918,71,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,16,35.1766,69,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,17,35.2463,73,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,18,35.3089,71,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,19,35.6031,71,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,20,35.2021,70,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,21,35.1172,69,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,22,35.1277,72,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,23,35.2715,70,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,24,35.1643,69,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,25,35.1547,69,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,26,35.2056,69,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,27,35.1809,71,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,28,35.0788,70,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,29,35.2388,68,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,30,35.6343,71,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,31,35.4265,74,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,32,35.3165,68,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,33,35.2764,68,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,34,35.2166,70,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,35,35.1537,70,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,36,35.1479,69,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,37,35.2442,69,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,38,35.1623,71,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,39,35.1905,72,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,40,35.18,71,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,41,35.1476,70,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,42,35.2064,70,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,43,35.1405,71,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,44,35.7678,71,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,45,35.6588,70,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,46,35.7607,69,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,47,35.6892,71,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,48,35.2597,69,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,49,35.232,68,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,50,35.0966,70,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,51,35.2068,70,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,52,35.6997,69,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,53,35.4545,78,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,54,35.2604,71,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,55,35.1152,68,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,56,35.0989,69,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,57,35.6478,70,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,58,35.4769,69,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,59,35.2316,68,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,60,35.1369,68,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,61,35.3846,69,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,62,35.2007,69,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,63,35.0907,70,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,64,35.6853,69,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,65,35.5404,68,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,66,35.5472,70,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,67,35.4297,69,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,68,35.2487,69,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,69,35.4034,69,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,70,35.5295,68,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,71,35.2536,68,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,72,35.2504,72,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,73,35.5042,74,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,74,35.7225,69,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,75,35.4495,69,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,76,35.2149,71,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,77,35.3349,69,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,78,35.0989,72,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,79,35.1532,70,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,80,35.0675,69,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,81,35.2426,69,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,82,35.5615,70,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,83,35.383,68,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,84,35.3956,70,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,85,35.4474,70,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,86,35.2144,75,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,87,35.2097,68,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,88,35.3145,71,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,89,35.1637,70,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,90,35.1745,70,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,91,35.078,70,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,92,35.7475,70,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,93,35.4362,70,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,94,35.7271,70,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,95,35.3462,69,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,96,36.4551,75,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,97,35.6235,71,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,98,35.4615,71,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,99,35.4428,70,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,100,35.2493,69,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,101,35.8741,69,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,102,35.6916,71,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,103,35.5064,70,correct,measured
SEAL,BFV,8192,1,dot_product,8192,8192,104,35.5255,69,correct,measured
