library,scheme,N,category,operation,vec_len,slot_count,iteration,latency_ms,noise_budget_bits,correctness,status
SEAL,BGV,8192,1,dot_product,8192,8192,0,33.4397,66,correct,warmup
SEAL,BGV,8192,1,dot_product,8192,8192,1,33.7828,66,correct,warmup
SEAL,BGV,8192,1,dot_product,8192,8192,2,32.6073,66,correct,warmup
SEAL,BGV,8192,1,dot_product,8192,8192,3,32.2563,66,correct,warmup
SEAL,BGV,8192,1,dot_product,8192,8192,4,32.4117,67,correct,warmup
SEAL,BGV,8192,1,dot_product,8192,8192,5,32.5905,67,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,6,32.7169,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,7,32.5958,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,8,32.2885,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,9,32.4516,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,10,32.129,67,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,11,32.1045,67,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,12,32.1395,67,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,13,32.1041,67,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,14,32.4785,67,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,15,32.3621,67,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,16,32.2814,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,17,33.3313,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,18,32.964,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,19,32.5228,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,20,32.3591,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,21,32.5272,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,22,32.4663,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,23,32.3178,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,24,32.8677,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,25,33.1437,67,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,26,32.1915,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,27,32.3479,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,28,32.5652,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,29,32.4694,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,30,32.4004,67,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,31,32.5226,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,32,32.3148,67,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,33,32.1962,67,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,34,32.1625,67,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,35,32.4849,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,36,32.1746,67,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,37,32.1379,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,38,32.1665,67,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,39,32.2901,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,40,32.1498,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,41,32.1567,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,42,32.5891,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,43,32.4405,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,44,32.2717,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,45,32.1162,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,46,32.2131,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,47,33.2209,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,48,32.3645,67,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,49,32.9504,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,50,33.3344,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,51,32.4861,67,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,52,32.3333,67,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,53,32.4269,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,54,32.3646,67,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,55,32.0548,67,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,56,32.0297,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,57,32.0726,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,58,32.0559,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,59,31.9767,67,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,60,32.0549,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,61,31.9716,67,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,62,32.0945,66,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,63,32.1766,67,correct,measured
SEAL,BGV,8192,1,dot_product,8192,8192,64,32.0825,66,correct,measured
