library,scheme,N,category,operation,vec_len,slot_count,iteration,latency_ms,noise_budget_bits,correctness,status
SEAL,BFV,8192,1,dot_product,8,8192,0,17.0774,79,correct,warmup
SEAL,BFV,8192,1,dot_product,8,8192,1,15.7726,79,correct,warmup
SEAL,BFV,8192,1,dot_product,8,8192,2,15.9091,79,correct,warmup
SEAL,BFV,8192,1,dot_product,8,8192,3,16.7876,79,correct,warmup
SEAL,BFV,8192,1,dot_product,8,8192,4,15.9149,78,correct,warmup
SEAL,BFV,8192,1,dot_product,8,8192,5,15.8549,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,6,15.6515,78,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,7,15.5005,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,8,16.1166,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,9,16.4601,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,10,16.5301,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,11,16.2749,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,12,15.8375,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,13,15.7235,78,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,14,15.8755,78,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,15,15.6942,78,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,16,16.2853,78,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,17,15.7961,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,18,16.1303,78,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,19,15.7128,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,20,15.7373,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,21,15.6846,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,22,15.6278,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,23,15.6531,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,24,15.8028,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,25,15.6535,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,26,15.5798,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,27,15.6308,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,28,15.6346,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,29,15.6485,78,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,30,15.6858,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,31,15.6315,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,32,15.7153,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,33,15.8051,78,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,34,15.9292,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,35,15.7592,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,36,15.6669,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,37,15.5882,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,38,15.7549,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,39,15.7556,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,40,15.6625,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,41,15.8497,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,42,15.6078,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,43,15.5933,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,44,15.5634,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,45,16.0269,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,46,15.6818,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,47,15.6757,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,48,15.5869,78,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,49,15.5953,78,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,50,15.6164,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,51,15.5241,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,52,15.5696,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,53,15.7238,78,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,54,15.8136,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,55,15.8323,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,56,15.8666,78,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,57,15.6505,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,58,15.6224,78,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,59,15.5986,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,60,15.9071,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,61,15.7918,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,62,15.7171,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,63,15.653,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,64,15.6413,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,65,15.6345,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,66,15.9405,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,67,15.6114,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,68,15.5637,78,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,69,16.7406,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,70,15.8243,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,71,15.6949,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,72,15.7072,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,73,15.7564,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,74,15.6651,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,75,15.8033,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,76,15.7787,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,77,15.7699,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,78,15.9274,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,79,15.8459,78,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,80,15.6924,78,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,81,15.6758,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,82,15.772,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,83,15.6408,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,84,15.6409,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,85,15.7011,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,86,15.6906,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,87,15.7428,78,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,88,15.8584,79,correct,measured
