library,scheme,N,category,operation,vec_len,slot_count,iteration,latency_ms,noise_budget_bits,correctness,status
SEAL,BFV,8192,1,dot_product,8,8192,89,15.5812,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,90,15.6788,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,91,15.8694,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,92,15.9823,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,93,15.982,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,94,16.0291,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,95,16.6423,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,96,15.9295,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,97,15.7819,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,98,15.6825,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,99,16.2596,78,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,100,16.5887,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,101,16.2564,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,102,17.2146,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,103,15.8894,79,correct,measured
SEAL,BFV,8192,1,dot_product,8,8192,104,16.0197,78,correct,measured
