library,scheme,N,category,operation,vec_len,slot_count,iteration,latency_ms,noise_budget_bits,correctness,status
SEAL,CKKS,8192,1,dot_product,512,4096,0,21.1121,,,warmup
SEAL,CKKS,8192,1,dot_product,512,4096,1,20.4741,,,warmup
SEAL,CKKS,8192,1,dot_product,512,4096,2,20.5536,,,warmup
SEAL,CKKS,8192,1,dot_product,512,4096,3,20.2734,,,warmup
SEAL,CKKS,8192,1,dot_product,512,4096,4,20.1666,,,warmup
SEAL,CKKS,8192,1,dot_product,512,4096,5,19.9823,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,6,19.9428,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,7,19.913,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,8,20.3261,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,9,20.3093,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,10,19.9662,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,11,20.0091,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,12,20.3291,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,13,19.9804,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,14,19.9079,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,15,19.8781,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,16,20.2807,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,17,20.0976,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,18,20.0652,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,19,19.9344,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,20,19.8467,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,21,19.8311,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,22,20.4219,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,23,19.814,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,24,19.7769,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,25,20.2367,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,26,20.1052,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,27,20.3403,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,28,20.028,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,29,20.1227,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,30,20.1092,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,31,21.4615,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,32,19.9729,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,33,19.9626,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,34,20.0548,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,35,20.1015,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,36,19.9346,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,37,19.9832,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,38,19.9819,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,39,19.975,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,40,19.959,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,41,19.9549,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,42,20.1841,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,43,20.2271,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,44,20.1523,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,45,20.1402,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,46,20.1967,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,47,20.021,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,48,19.8927,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,49,20.003,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,50,20.5003,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,51,20.709,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,52,20.7167,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,53,20.6151,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,54,20.5475,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,55,20.6859,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,56,20.5451,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,57,20.4762,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,58,20.3802,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,59,20.5988,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,60,20.4793,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,61,20.4656,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,62,20.3124,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,63,20.179,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,64,20.2619,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,65,20.4876,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,66,20.419,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,67,20.1584,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,68,20.4902,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,69,20.4801,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,70,20.3926,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,71,20.1214,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,72,20.0084,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,73,19.885,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,74,20.0485,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,75,20.0516,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,76,20.0996,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,77,19.9743,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,78,20.0002,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,79,19.9981,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,80,20.0563,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,81,19.9635,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,82,20.0765,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,83,20.5059,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,84,20.3206,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,85,20.2506,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,86,20.1497,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,87,20.1605,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,88,20.1172,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,89,20.6899,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,90,20.5687,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,91,20.1818,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,92,20.0919,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,93,20.0357,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,94,20.0455,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,95,20.0974,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,96,19.8619,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,97,20.2334,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,98,20.1226,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,99,20.1457,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,100,20.1968,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,101,19.9955,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,102,20.0353,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,103,20.0479,,,measured
SEAL,CKKS,8192,1,dot_product,512,4096,104,20.0433,,,measured
