library,scheme,N,category,operation,vec_len,slot_count,iteration,latency_ms,noise_budget_bits,correctness,status
SEAL,BGV,8192,1,dot_product,64,8192,0,17.1088,69,correct,warmup
SEAL,BGV,8192,1,dot_product,64,8192,1,16.5059,69,correct,warmup
SEAL,BGV,8192,1,dot_product,64,8192,2,16.7579,69,correct,warmup
SEAL,BGV,8192,1,dot_product,64,8192,3,16.5151,69,correct,warmup
SEAL,BGV,8192,1,dot_product,64,8192,4,16.4193,69,correct,warmup
SEAL,BGV,8192,1,dot_product,64,8192,5,16.5217,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,6,16.5333,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,7,16.5815,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,8,16.5824,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,9,16.5607,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,10,23.7943,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,11,16.5504,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,12,16.5333,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,13,16.3642,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,14,16.5728,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,15,16.5268,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,16,16.4403,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,17,16.4683,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,18,16.2814,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,19,16.2674,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,20,16.3048,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,21,16.2679,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,22,16.2494,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,23,16.2959,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,24,16.366,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,25,16.2788,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,26,16.3146,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,27,16.2575,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,28,16.1837,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,29,16.243,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,30,16.2001,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,31,16.2699,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,32,16.5369,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,33,16.5607,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,34,16.503,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,35,16.3251,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,36,16.2588,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,37,16.4803,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,38,16.5359,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,39,16.337,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,40,16.318,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,41,16.2546,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,42,16.3144,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,43,16.3259,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,44,16.1988,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,45,16.2403,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,46,16.1743,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,47,16.4795,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,48,16.4512,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,49,16.4983,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,50,16.4037,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,51,16.2892,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,52,16.3066,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,53,16.2548,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,54,16.2373,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,55,16.2776,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,56,16.3562,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,57,16.5452,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,58,16.553,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,59,16.3143,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,60,16.3835,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,61,16.4878,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,62,16.4024,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,63,16.5352,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,64,16.2924,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,65,16.2914,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,66,16.1989,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,67,16.2142,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,68,16.2101,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,69,16.1554,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,70,16.147,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,71,16.4297,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,72,16.4197,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,73,16.6175,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,74,16.281,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,75,16.3379,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,76,16.2558,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,77,16.2914,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,78,16.2443,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,79,16.2646,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,80,16.1915,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,81,16.3244,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,82,16.5546,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,83,16.6506,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,84,16.4064,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,85,16.276,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,86,16.3057,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,87,16.3064,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,88,16.4965,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,89,16.4692,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,90,16.3336,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,91,16.2963,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,92,16.5002,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,93,16.441,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,94,16.3185,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,95,16.225,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,96,16.2868,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,97,16.2853,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,98,16.3567,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,99,16.2172,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,100,16.2241,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,101,16.2407,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,102,16.2085,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,103,16.397,69,correct,measured
SEAL,BGV,8192,1,dot_product,64,8192,104,16.4723,69,correct,measured
