library,scheme,N,category,operation,vec_len,slot_count,iteration,latency_ms,noise_budget_bits,correctness,status
SEAL,CKKS,8192,1,dot_product,8,4096,0,8.85312,,,warmup
SEAL,CKKS,8192,1,dot_product,8,4096,1,8.39905,,,warmup
SEAL,CKKS,8192,1,dot_product,8,4096,2,8.4417,,,warmup
SEAL,CKKS,8192,1,dot_product,8,4096,3,8.38817,,,warmup
SEAL,CKKS,8192,1,dot_product,8,4096,4,8.42831,,,warmup
SEAL,CKKS,8192,1,dot_product,8,4096,5,8.48501,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,6,8.42037,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,7,8.25766,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,8,8.44662,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,9,8.38835,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,10,8.30798,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,11,8.21422,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,12,8.24183,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,13,8.32059,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,14,8.32528,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,15,8.26937,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,16,8.18716,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,17,8.18477,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,18,8.15755,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,19,8.15221,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,20,8.39651,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,21,8.31109,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,22,8.35896,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,23,8.36422,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,24,8.29668,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,25,8.3384,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,26,8.33602,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,27,8.24894,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,28,8.28147,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,29,8.31401,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,30,8.36417,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,31,8.28583,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,32,8.23161,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,33,8.24266,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,34,8.15775,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,35,8.11156,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,36,8.15091,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,37,8.13784,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,38,8.07464,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,39,8.07672,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,40,8.21129,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,41,8.22093,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,42,8.0884,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,43,8.03388,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,44,8.07492,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,45,8.09028,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,46,8.123,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,47,8.14898,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,48,8.13913,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,49,8.05164,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,50,8.07786,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,51,8.0991,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,52,8.09062,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,53,8.10311,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,54,8.12,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,55,8.10759,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,56,8.21387,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,57,8.14261,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,58,8.22011,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,59,8.17474,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,60,8.12117,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,61,8.0722,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,62,8.06029,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,63,8.13007,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,64,8.13096,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,65,8.19639,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,66,8.11163,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,67,8.06429,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,68,8.20122,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,69,8.24531,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,70,8.22908,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,71,8.22157,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,72,8.14323,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,73,8.19936,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,74,8.10629,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,75,8.04822,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,76,8.15296,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,77,8.23023,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,78,8.10843,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,79,8.18369,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,80,8.11421,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,81,8.05645,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,82,8.19771,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,83,8.23138,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,84,8.19139,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,85,8.14348,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,86,8.11938,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,87,8.09275,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,88,8.3083,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,89,8.30315,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,90,8.16671,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,91,8.21263,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,92,8.10225,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,93,8.13549,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,94,8.24039,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,95,8.18064,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,96,8.22856,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,97,8.33378,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,98,8.28142,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,99,8.20618,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,100,8.36591,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,101,8.43652,,,measured
SEAL,CKKS,8192,1,dot_product,8,4096,102,8.17651,,,measured
